botanical_entry_id,botanical_name,duplicate_name_group,duplicate_name_count,part_used,season,ferment_safety,use_type,functions,form_in_system,micronutrients,notes,ayurvedic_profile,tcm_meridians,tcm_nature_flavour,archetype_animal,scientific_actions,synergy_tags,element_planet,permaculture_guild,biodynamic_timing,soil_type,growing_conditions,foraging_habitat,kombucha_1f_friendly_flag,tea_friendly_flag,bitters_friendly_flag,cordial_friendly_flag,fresh_produce_friendly_flag,preserve_friendly_flag,cosmetic_friendly_flag,source_table,source_row
BOT-UK-0036,Sea Buckthorn,sea_buckthorn,1,Berry,Oct;Nov,Secondary only,Oil;Syrup;Extract,Skin;Vit C;Anti-inflammatory,Juice;Puree;Oil,Vit C;Vit E;Omega oils,Very sharp flavour,Pitta-↓,Liver;Heart,Cool;Very sour,Phoenix;Eagle,Anti-inflammatory;skin,Beauty;Immune;Skin Repair,Fire;Sun,Coastal shrub,Fruit Day;Waxing Moon,Sandy;Coastal,Full Sun,Coast;dunes,False,False,False,True,False,False,False,Botanical list (kombucha friendly),37
BOT-UK-0037,Gooseberry,gooseberry,1,Berry,Jun;Jul,Primary OK,Fruit;Ferment,Digestive;Mild laxative,Fresh;Cooked,Vit C;Fiber,Tart; sharp,Pitta-↓,Liver;Stomach,Cool;Sour,Hedgehog;Sparrow,Digestive stimulant,Digestive;Tart;Summer,Water;Mercury,Hedgerow shrub,Fruit Day;Waxing Moon,Loam;Moist,Partial Sun,Edges,True,False,False,False,True,False,False,Botanical list (kombucha friendly),38
BOT-UK-0038,Elecampane Root,elecampane_root,1,Root,Oct;Nov,Secondary only,Tea;Syrup,Lungs;Respiratory;Expectorant,Fresh;Dried;Syrup,Inulin;Sesquiterpenes,Strong and aromatic,Kapha-↓;Vata-neutral,Lung;Spleen,Warm;Pungent;Aromatic,Ox;Lion,Expectorant;antimicrobial,Respiratory;Winter blends,Fire;Sun,Herbal meadow,Root Day;Waxing,Rich;Loam,Sun,Meadows,False,True,False,True,False,False,False,Botanical list (kombucha friendly),39
BOT-UK-0039,Sheep Sorrel,sheep_sorrel,2,Leaf,Apr;May;Jun;,Primary OK,Greens,Mineral-rich;Cooling,Fresh;Dried,Vit C;Minerals;Oxalates,Tart and bright; good accent leaf,Pitta-↓;Kapha-↓;Vata-neutral,Liver;Stomach,Cool;Sour;Herbaceous,Goat;Sheep,Mild diuretic;cooling;mineral source,Cooling;Mineral Support;Spring Greens,Earth;Moon,Poor-soil coloniser,Leaf Day;Waxing Moon;Ascending Moon;Moon in Capricorn,Sandy;Acid;Poor soils,Full Sun,Heath;poor pastures;dry banks,True,False,False,False,False,False,False,Botanical list (kombucha friendly),40
BOT-UK-0040,Cleavers,cleavers,1,Leaf,Mar;Apr;May;,Primary OK,Tea;Tonic,Lymph support;Detox;Diuretic,Fresh;Cold Extract;Dried,Vit C;Minerals,Best as fresh/cold maceration; classic spring cleanser,Pitta-reducing;Kapha-reducing;Vata-neutral,Lymph;Urinary (Bladder);Skin,Cool;Green;Slightly bitter,Deer;Hare,Lymphagogue;diuretic;mild depurative,Lymph/Detox;Skin;Spring Cleanse,Water;Moon,Hedgerow creeper;Living trellis plant,Leaf Day;Waning Moon;Descending Moon;Moon in Pisces,Moist;Hedgerow;Rich,Partial Shade,Hedgerows;ditch lines;fence lines,True,True,False,False,False,False,False,Botanical list (kombucha friendly),41
BOT-UK-0041,Birch Leaf,birch_leaf,1,Leaf,Apr;May;Jun;,Primary OK,Tea;Tonic,Diuretic;Spring cleanse;Joint support,Fresh;Dried,Minerals;Vit C,Young leaves are used; gentle spring tonic,Pitta-↓;Kapha-↓;Vata-neutral,Kidney;Bladder;Liver,Cool;Slightly bitter;Slightly sweet,Deer;Stag,Diuretic;depurative;mild anti-inflammatory,Liver/Detox;Kidney/Fluid;Joint/Inflammation,Air;Venus,Pioneer tree;Early successional,Leaf Day;Waxing Moon;Ascending Moon;Moon in Libra,Sandy;Loam;Moist,Full Sun;Partial Shade,Woodland edges;boggy ground;parks,True,True,False,False,False,False,False,Botanical list (kombucha friendly),42
BOT-UK-0042,Elderberry,elderberry,1,Berry,Sep;Oct,Secondary only,Syrup;Ferment,Immune;Respiratory,Cooked;Dried;Syrup,Vit C;Anthocyanins,Must be cooked,Kapha-↓;Pitta-neutral,Lung;Kidney,Warm;Sweet-sour,Crow;Raven,Antiviral;immune stimulating,Immune;Winter Tonics,Fire;Saturn,Hedgerow;wild tree,Fruit Day;Waning Moon,Rich;Loam,Partial Sun,Hedgerows,False,False,False,True,False,False,False,Botanical list (kombucha friendly),43
BOT-UK-0043,Crab Apple,crab_apple,1,Fruit,Sep;Oct,Secondary only,Jelly;Ferment,Astringent;Digestive,Fresh;Cooked,Vit C;Fiber,Very tart,Pitta-neutral,Liver;Stomach,Cool;Sour,Horse;Bear,Digestive;astringent,Digestive;Autumn,Air;Mercury,Old orchards,Fruit Day;Waning Moon,Loam,Sun,Old orchards,False,False,False,False,False,False,False,Botanical list (kombucha friendly),44
BOT-UK-0044,Lemon Balm,lemon_balm,2,Leaf,Jun;Jul;Aug;,Primary OK,Tea;Calm,Anti-anxiety;Mood support;Digestive,Fresh;Dried,Vit C;Volatile oils,Superb in evening ferments; gentle and safe,Vata-soothing;Pitta-↓;Kapha-neutral,Heart;Liver,Cool;Aromatic;Slightly sour;Mildly bitter,Rabbit;Sheep,Mild anxiolytic;digestive relaxant,Calm/Nervous;Sleep Support;Light Digestive,Water;Moon,Bee plant;Self-seeding herb,Leaf Day;Waning Moon;Descending Moon;Moon in Cancer,Loam;Garden;Rich,Partial Shade;Full Sun,Herb beds;garden edges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),45
BOT-UK-0045,Rosehip,rosehip,1,Fruit,Sep;Oct;Nov,Secondary only,Syrup;Ferment;Tea,Vit C;Skin;Immune,Fresh;Dried;Powder;Syrup,Very high Vit C,Remove hairs,Pitta-neutral;Vata-↓,Lung;Heart,Warm-neutral;Sweet-tart,Deer;Fox,Antioxidant;immune;skin,Skin;Immune;Brighten,Fire;Venus,Hedgerow rose,Fruit Day;Waxing Moon,Loam;Hedgerow,Sun;Edges,Hedgerows;coastal,False,True,False,True,False,False,False,Botanical list (kombucha friendly),46
BOT-UK-0046,Pine Needles,pine_needles,1,Needles,Dec;Jan;Feb,Primary OK,Tea;Infusion,Vit C;Respiratory;Immune,Fresh;Dried,Vit C;Terpenes,Scots pine preferred,Kapha-↓,Lung,Warm;Aromatic;Pungent,Stag;Eagle,Anti-inflammatory;expectorant,Respiratory;Winter,Air;Sun,Evergreen;forest guild,Leaf/Flower Day;Moon in Sagittarius,Sandy;Woodland,Sun,Pine woods,True,True,False,False,False,False,False,Botanical list (kombucha friendly),47
BOT-UK-0047,Blackcurrant,blackcurrant,1,Berry,Jul;Aug,Primary OK,Tea;Fruit;Extract,Immune;Anti-inflammatory,Fresh;Dried;Juice,Vit C;Anthocyanins,Strong flavour,Pitta-↓,Lung;Liver,Cool;Tart,Crow;Bear,Immune;anti-inflammatory,Immune;Sour;Summer,Water;Saturn,Shrub;hedgerow,Fruit Day;Waxing Moon,Loam;Moist,Sun,Gardens,True,True,False,False,True,False,False,Botanical list (kombucha friendly),48
BOT-UK-0048,St John’s Wort (flowering tops),st_johns_wort_flowering_tops,1,Flower,Jun;Jul,Secondary only,Tea;Tincture,Mood;Nerve repair,Fresh;Dried;Oil,Hypericin;Hyperforin,Interaction-heavy herb; careful use,Vata-↓;Pitta-↑;Kapha-neutral,Liver;Heart,Warm;Bitter;Aromatic,Lion;Hawk,Antidepressant;nerve regenerative,Mood;Nerve Repair;Calm,Fire;Sun,Meadow herb,Flower Day;Waxing Moon;Ascending Moon;Moon in Leo,Well-drained,Full Sun,Meadows;roadsides,False,True,False,False,False,False,False,Botanical list (kombucha friendly),49
BOT-UK-0049,Dandelion Root,dandelion_root,1,Root,Sep;Oct;Nov;Feb;Mar,Secondary only,Bitter;Tea;Digestive,Liver;Detox;Digestion,Dried;Fresh;Decoction,Potassium;Inulin,Classic bitter root,Pitta-↓;Kapha-↓,Liver;Stomach,Warm;Bitter,Goat;Ox,Bitter tonic;liver support,Bitters;Liver;Coffee-alternative,Fire;Jupiter,Pioneer species,Root Day;Waning Moon,Loam;Disturbed,Full Sun,Meadows;lawns,False,True,True,False,False,False,False,Botanical list (kombucha friendly),50
BOT-UK-0050,Garlic Mustard (Jack-by-the-Hedge),garlic_mustard_jack_by_the_hedge,1,Leaf,Apr;May;,Primary OK,Greens;Aromatic,Digestive;Mild antimicrobial,Fresh,Vit C;Sulphur compounds,Peppery/garlicky; nice in small amounts,Kapha-↓;Vata-↑ slightly;Pitta-↑ if large,Lung;Stomach,Warm;Pungent;Herbaceous,Fox;Weasel,Mild antimicrobial;digestive stimulant,Savoury Greens;Spring Cleanse,Fire;Mars,Biennial;Hedgerow herb,Leaf Day;Waxing Moon;Ascending Moon;Moon in Aries,Moist;Hedgerow;Loam,Partial Shade,Hedges;woodland edges;banks,True,False,False,False,False,False,False,Botanical list (kombucha friendly),51
BOT-UK-0051,Cornflower,cornflower,1,Flower,Jun;Jul;Aug,Primary OK,Tea;Colouring,Mild digestive;Eye support,Dried,Trace minerals,Mostly aesthetic; safe floral,Vata-neutral;Pitta-neutral,Liver;Heart,Cool;Astringent;Neutral,Peacock;Swan,Mild astringent;anti-inflammatory,Beauty;Aesthetic;Light Digestive,Air;Venus,Meadow flower,Flower Day;Waxing Moon;Ascending Moon;Moon in Libra,Light;Meadow soils,Full Sun,Meadows;wildflower mixes,True,True,False,False,False,False,False,Botanical list (kombucha friendly),52
BOT-UK-0052,Calendula,calendula,1,Flower,Jun;Jul;Aug;Sep,Primary OK,Tea;Topical,Skin healing;Digestive,Fresh;Dried;Oil,Carotenoids;Resins,Classic wound & skin herb,Pitta-neutral;Kapha-↓,Liver;Heart,Warm;Bitter-sweet;Resinous,Lion;Ram,Vulnerary;anti-inflammatory;digestive,Skin;Digestive;Beauty,Fire;Sun,Pollinator;Companion plant,Flower Day;Waxing Moon;Ascending Moon;Moon in Leo,Rich;Garden soil,Full Sun,Herb beds;gardens,True,True,False,False,False,False,False,Botanical list (kombucha friendly),53
BOT-UK-0053,Dandelion Leaf,dandelion_leaf,1,Leaf,Mar;Apr;May;Sep;Oct;,Primary OK,Tea;Bitter;Greens,Liver support;Diuretic;Mineral support,Fresh;Dried,Potassium;Minerals;Vit A,Young leaves in spring/autumn best; older very bitter,Pitta-↓;Kapha-↓;Vata-drying if overused,Liver;Bladder,Cool;Bitter;Slightly salty,Goat;Monkey,Diuretic;cholagogue;mineral tonic,Liver/Detox;Kidney/Fluid;Light Bitters,Air;Jupiter,Lawn pioneer;Soil breaker,Leaf Day;Waning Moon;Ascending Moon;Moon in Aquarius,Almost any;Lawn;Disturbed,Full Sun,Lawns;verges;meadows;everywhere,True,True,True,False,False,False,False,Botanical list (kombucha friendly),54
BOT-UK-0054,Ground Ivy,ground_ivy,2,Leaf,Mar;Apr;May;Sep;Oct;Dec,Secondary only,Aromatic,Respiratory;Digestive,Fresh;Dried,Trace minerals,Strong aromatic,Kapha-↓,Lung;Liver,Warm;Astringent,Fox;Hare,Expectorant;astringent,Respiratory;Old-world,Air;Mercury,Woodland edge,Leaf Day;Waning,Loam;Moist,Partial Shade,Wood edges,False,False,False,False,False,False,False,Botanical list (kombucha friendly),55
BOT-UK-0055,Mullein Leaf,mullein_leaf,1,Leaf,Jul;Aug;Sep;Oct;,Primary OK,Tea,Respiratory;Soothing;Expectorant,Dried,Mucilage;Saponins;Minerals,Strain well (hairy leaves); classic lung herb,Vata-soothing;Kapha-↓;Pitta-neutral,Lung;Large Intestine,Neutral;Slightly warm;Bland,Bear;Owl,Demulcent;expectorant;anti-inflammatory,Respiratory;Winter Teas;Smoke Recovery,Air;Saturn,Tall biennial;Dry slopes,Leaf Day;Waning Moon;Descending Moon;Moon in Aquarius,Dry;Gravel;Poor soils,Full Sun,Dry banks;waste ground;fields edges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),56
BOT-UK-0056,Hawthorn Berry,hawthorn_berry,1,Fruit,Sep;Oct,Secondary only,Tea;Tincture,Heart;Circulation,Fresh;Dried;Tincture,Flavonoids,Classic heart tonic,Vata-↓;Pitta-neutral,Heart;Liver,Neutral;Sweet-bitter,Stag;Hawk,Cardioprotective,Heart;Circulation;Calm,Air;Sun,Hedgerow tree,Fruit Day;Waning Moon,Chalk;Loam,Partial Sun,Hedges;woods,False,True,False,False,False,False,False,Botanical list (kombucha friendly),57
BOT-UK-0057,Hawthorn Leaf & Blossom,hawthorn_leaf_and_blossom,1,Leaf/Flower,Apr;May,Primary OK,Tea;Heart,Heart;Calm,Fresh;Dried,Flavonoids,Gentle cardiovascular,Vata-↓,Heart;Liver,Cool;Sweet,Eagle;Stag,Mild cardiotonic,Calm;Heart,Air;Sun,Hedgerow,Flower Day;Waxing,Loam;Chalk,Sun,Hedgerows,True,True,False,False,False,False,False,Botanical list (kombucha friendly),58
BOT-UK-0058,Ground Elder (young leaf),ground_elder_young_leaf,1,Leaf,Apr;May;,Primary OK,Greens,Nutritive;Spring veg,Fresh;Cooked,Minerals;Vit C,Young leaves edible; treat as spinach-like weed,Kapha-↑ if heavy;Vata-grounding;Pitta-neutral,Spleen;Stomach,Neutral;Green;Mild,Goat;Pig,Nutritive;leafy green food,Spring Greens;Foraged Food,Earth;Moon,Invasive groundcover;Shady guild plant,Leaf Day;Waxing Moon;Ascending Moon;Moon in Taurus,Moist;Rich;Garden soils,Shade;Partial Shade,Old gardens;shaded beds;hedgerows,True,False,False,False,False,False,False,Botanical list (kombucha friendly),59
BOT-UK-0059,Spruce Tips,spruce_tips,1,Needles/Tips,Apr;May,Primary OK,Tea;Syrup,Immune;Respiratory,Fresh;Syrup,Vit C;Resins,Very high vitamin C,Kapha-↓,Lung,Cool;Resinous;Sharp,Fox;Stag,Antimicrobial;immune,Spring;Respiratory,Air;Mercury,Boreal guild,Flower/Leaf Day;Waxing Moon,Acidic;Loam,Sun,Spruce forests,True,True,False,True,False,False,False,Botanical list (kombucha friendly),60
BOT-UK-0060,Nettle Leaf,nettle_leaf,1,Leaf,Mar;Apr;May;,Primary OK,Tea;Nutrient;Tonic,Detox;Blood-building;Anti-inflammatory;Energy,Dried;Cold Extract;Fresh,Iron;Calcium;Magnesium;Silica;Vit C;Vit K,Use young leaves; very good base herb,Vata-grounding;Pitta-slightly ↑;Kapha-↓,Liver;Kidney;Blood,Slightly warm;Green;Slightly bitter;Slightly salty,Ox;Dragon,Nutrient-dense tonic;diuretic;anti-inflammatory;antihistamine tendency,Liver/Detox;Blood-Building;Post-Sport Recovery;General Tonic;Mineral Support,Earth;Mars;Saturn,Dynamic accumulator;Edge species;Soil improver,Leaf Day;Waxing Moon;Ascending Moon;Moon in Taurus;Moon in Virgo,Loam;Clay;Rich;Disturbed Ground,Full Sun;Partial Shade,Field edges;hedges;disturbed soil;garden edges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),61
BOT-UK-0061,Wild Garlic (Ramsons),wild_garlic_ramsons,1,Leaf,Mar;Apr;May;,Secondary only,Edible;Aromatic,Antibacterial;Digestive,Fresh,Sulphur compounds;Vit C,Very strong; best as food or late 2F savoury experiment,Kapha-↓;Vata-↑ if raw;Pitta-↑ in excess,Lung;Stomach,Warm;Pungent;Aromatic,Boar;Dog,Antimicrobial;circulation-stimulating,Savoury Experiments;Immune;Spring Cleanse,Fire;Mars,Woodland herb;groundcover,Leaf Day;Waxing Moon;Ascending Moon;Moon in Aries,Moist;Rich;Woodland,Shade;Damp woodland,Woodland floors;along streams,False,False,False,False,False,False,False,Botanical list (kombucha friendly),62
BOT-UK-0062,Chickweed,chickweed,2,Leaf,Dec–Apr,Primary OK,Tea;Fresh,Skin;Cooling;Gentle,Fresh;Dried,Vit C;Minerals,Very safe,Pitta-↓,Lung;Stomach,Cool;Mild,Mouse;Robin,Anti-inflammatory,Skin;Gentle,Water;Moon,Winter edible,Leaf Day;Waxing,Moist;Loam,Shade/Partial,Lawns,True,True,False,False,False,False,False,Botanical list (kombucha friendly),63
BOT-UK-0063,Oregano (Wild Marjoram),oregano_wild_marjoram,1,Leaf,Jun;Jul;Aug;Sep;Oct;,Secondary only,Aromatic,Antimicrobial;Digestive,Fresh;Dried,Volatile oils (carvacrol etc.),Potent; great in extracts; harsh in primary,Kapha-↓;Vata-grounding;Pitta-↑,Lung;Stomach,Warm;Pungent;Aromatic,Fox;Lynx,Strong antimicrobial;carminative,Respiratory;Savoury Extracts;Strong Bitters,Fire;Mars,Meadow/herb slope,Leaf Day;Waxing Moon;Ascending Moon;Moon in Leo,Dry;Calcareous;Loam,Full Sun,Sunny banks;meadows;herb beds,False,False,False,False,False,False,False,Botanical list (kombucha friendly),64
BOT-UK-0064,Heather Flower,heather_flower,1,Flower,Jul;Aug;Sep,Secondary only,Tea;Aromatic,Calm;Kidney support,Dried,Tannins;Trace minerals,Slightly tannic; lovely aroma,Vata-soothing;Kapha-↓,Kidney;Liver,Warm;Bitter-sweet;Aromatic,Stag;Fox,Mild sedative;anti-inflammatory,Calm;Night;Kidney/Urinary,Earth;Saturn,Heathland plant,Flower Day;Waning Moon;Descending Moon;Moon in Capricorn,Acidic;Peaty,Full Sun,Heath;moorland,False,True,False,False,False,False,False,Botanical list (kombucha friendly),65
BOT-UK-0065,Meadowsweet Flower,meadowsweet_flower,1,Flower,Jun;Jul;,Secondary only,Aromatic;Tea,Digestive;Anti-inflammatory,Dried;Hydrosol,Trace Vit C;Salicylates,Contains natural salicylates,Pitta-↓;Kapha-↓;Vata-neutral,Stomach;Spleen,Cool;Aromatic;Slightly bitter,Deer;Goat,Anti-inflammatory;gastric-soothing,Digestive;Anti-Acid;Joint Support,Water;Venus,Wet meadows;Pollinator,Flower Day;Waning Moon;Descending Moon;Moon in Pisces,Moist;Boggy;Rich,Meadows;River edges,Damp meadows,False,True,False,False,False,False,False,Botanical list (kombucha friendly),66
BOT-UK-0066,Valerian Root,valerian_root,1,Root,Aug;Sep,Secondary only,Sleep;Calm,Sedative;Nervous system,Dried;Tincture,Valerenic acids,Strong odour,Vata-↓,Heart;Liver,Warm;Pungent;bitter,Cat;Bat,Sedative;anxiolytic,Sleep;Night,Water;Moon,Damp soils,Root Day;Waning,Moist;Loam,Shade;Partial,Damp woods,False,False,False,False,False,False,False,Botanical list (kombucha friendly),67
BOT-UK-0067,Ground Ivy,ground_ivy,2,Leaf,Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Jan;Feb,Secondary only,Aromatic;Tea,Respiratory clearing;Mild bitter,Fresh;Dried,Vit C;Volatile oils,"Strong aromatic; use in small amounts, best in 2F or tincture",Pitta-↓;Kapha-↓;Vata-neutral,Lung;Liver,Cool;Aromatic;Slightly bitter,Fox;Weasel,Expectorant;digestive;antimicrobial,Respiratory;Light Bitters;Aromatic 2F,Air;Mercury,Groundcover under hedges,Leaf Day;Waning Moon;Ascending Moon;Moon in Gemini,Moist;Hedgerow;Loam,Partial Shade;Shade,Hedges;woodland edges;banks,False,True,False,False,False,False,False,Botanical list (kombucha friendly),68
BOT-UK-0068,Ginger (wild or garden),ginger_wild_or_garden,1,Rhizome,Year-round (cultivated),Secondary only,Tea;Decoction;Extract,Anti-inflammatory;Circulation,Fresh;Dried;Powder,Gingerols;Minerals,Potent ferment activator,Kapha-↓;Vata-neutral,Lung;Spleen,Warm;Pungent,Tiger;Dragon,Anti-inflammatory;circulation,Warmth;Energy;Digestive,Fire;Mars,Garden beds,Root Day;Waxing,Loam;Rich,Sun,Cultivated,False,True,False,False,False,False,False,Botanical list (kombucha friendly),69
BOT-UK-0069,Gorse Flower,gorse_flower,1,Flower,Feb;Mar;Apr;May,Primary OK,Tea;Aromatic,Mood;Light stimulant,Fresh;Dried,Trace minerals,Coconut-like aroma,Kapha-↓;Vata-neutral,Heart;Liver,Warm;Aromatic;Sweet,Lion;Phoenix,Mild mood-lifting;aromatic,Mood;Spring;Aromatic Teas,Fire;Sun,Heathland shrub,Flower Day;Waxing Moon;Ascending Moon;Moon in Leo,Acidic;Dry,Full Sun,Heath;moor;coastal,True,True,False,False,False,False,False,Botanical list (kombucha friendly),70
BOT-UK-0070,Hawthorn Leaf,hawthorn_leaf,1,Leaf,Apr;May;,Primary OK,Tea;Tonic,Heart;Circulation;Mild calm,Fresh;Dried,Flavonoids;Vit C,Gentle heart tonic; often paired with flower/berry,Vata-soothing;Pitta-neutral;Kapha-neutral,Heart;Pericardium,Neutral;Green;Slightly bitter,Horse;Dog,Mild cardiotonic;vascular support,Heart/Circulation;Long-Term Tonic,Air;Sun,Hedgerow shrub;Wildlife,Leaf Day;Waxing Moon;Ascending Moon;Moon in Leo,Chalk;Loam;Hedgerow,Full Sun;Hedge,Hedgerows;field boundaries,True,True,False,False,False,False,False,Botanical list (kombucha friendly),71
BOT-UK-0071,Sweet Cicely,sweet_cicely,1,Leaf,Apr;May,Primary OK,Tea;Sweetener,Digestive;Calming,Fresh;Dried,Anethole,Mild sweetness,Vata-↓,Lung;Stomach,Warm;Sweet-aromatic,Hare;Doe,Digestive;calming,Sweet blends;Floral,Air;Venus,Woodland companion,Leaf Day;Waxing,Moist;Loam,Partial Shade,Wood edges,True,True,False,False,False,False,False,Botanical list (kombucha friendly),72
BOT-UK-0072,Plantain Leaf (Ribwort/Broadleaf),plantain_leaf_ribwort_broadleaf,1,Leaf,Mar;Apr;May;Sep;Oct;Nov;Dec;Jan;Feb;,Primary OK,Tea;Topical,Anti-inflammatory;Skin;Mucosal soothing,Fresh;Dried;Poultice,Vit C;Minerals,Excellent “first aid leaf”; draws and calms,Vata-soothing;Pitta-↓;Kapha-↓,Lung;Skin;Stomach,Cool;Slightly bitter;Slightly salty,Dog;Pig,Vulnerary;anti-inflammatory;mucosal-soothing,Skin/Topical;Respiratory;Calm Gut,Earth;Moon,Lawn herb;Pathway survivor,Leaf Day;Waning Moon;Descending Moon;Moon in Cancer,Compacted;Loam;Poor soils,Full Sun;Paths;Edges,Lawns;tracks;walkways;field margins,True,True,False,False,False,False,False,Botanical list (kombucha friendly),73
BOT-UK-0073,Rosemary,rosemary,2,Leaf,Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;,Secondary only,Aromatic,Circulation;Cognitive;Antioxidant,Fresh;Dried,Volatile oils;Rosmarinic acid,Very resinous; better as extract or tiny 2F,Kapha-↓;Vata-grounding;Pitta-↑,Heart;Liver,Warm;Pungent;Aromatic;Slightly bitter,Stag;Ram,Circulatory stimulant;antioxidant;memory support,Pre-Sport (Circulation);Cognitive;Savoury 2F,Fire;Sun,Evergreen shrub;Pollinator,Leaf Day;Waxing Moon;Ascending Moon;Moon in Leo,Dry;Well-drained;Mediterranean,Full Sun,Gardens;hedges;pots,False,False,False,False,False,False,False,Botanical list (kombucha friendly),74
BOT-UK-0074,Angelica Seed,angelica_seed,1,Seed,Aug;Sep,Secondary only,Aromatic;Bitter,Digestive;Circulation,Whole;Dried,Volatile oils,Very aromatic,Kapha-↓,Lung;Spleen,Warm;pungent,Hawk;Swan,Carminative;warming,Digestive;Bitters,Fire;Sun,Woodland,Seed Day;Waning,Moist;Loam,Partial Sun,Woods,False,False,True,False,False,False,False,Botanical list (kombucha friendly),75
BOT-UK-0075,Sheep Sorrel,sheep_sorrel,2,Leaf,Apr;May,Primary OK,Tea;Raw,Digestive;Cooling,Fresh;Dried,Vit C,Small leaves; tart,Pitta-↓,Liver,Cool;Sour,Hare;Mouse,Digestive;astringent,Spring;Cooling,Water;Moon,Meadow,Leaf Day;Waxing,Acidic;Meadow,Sun,Meadows,True,True,False,False,False,False,False,Botanical list (kombucha friendly),76
BOT-UK-0076,,,1,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,Botanical list (kombucha friendly),77
BOT-UK-0077,Sage,sage,2,Leaf,May;Jun;Jul;Aug;Sep;Oct;Nov;,Secondary only,Aromatic;Tea,Antimicrobial;Hormonal support;Digestive,Fresh;Dried,Volatile oils;Rosmarinic acid,Strong; best as extract or small 2F addition,Kapha-↓;Pitta-↑ in excess;Vata-grounding,Lung;Spleen;Liver,Warm;Aromatic;Bitter,Owl;Fox,Antimicrobial;astringent;anti-sweat,Respiratory;Menopause/Hormonal;Digestive Bitters,Fire;Jupiter,Shrub herb;Dry bed,Leaf Day;Waning Moon;Ascending Moon;Moon in Sagittarius,Chalk;Dry;Well-drained,Full Sun,Herb gardens;dry borders,False,True,False,False,False,False,False,Botanical list (kombucha friendly),78
BOT-UK-0078,Chamomile (German),chamomile_german,1,Flower,Jun;Jul;Aug;,Primary OK,Tea;Calm,Sleep;Anxiety;Digestive,Dried;Fresh,Matricine;Apigenin,SCOBY-safe; iconic calm tea,Vata-↓;Pitta-↓;Kapha-neutral,Stomach;Heart,Warm-neutral;Sweet-bitter,Lamb;Rabbit,Anxiolytic;spasmolytic;digestive relaxant,Calm;Sleep;Children’s blends,Air;Sun,Pollinator plant;Herb bed,Flower Day;Waning Moon;Descending Moon;Moon in Cancer,Loam;Garden,Full Sun,Meadows;gardens,True,True,False,False,False,False,False,Botanical list (kombucha friendly),79
BOT-UK-0079,Plantain (narrowleaf),plantain_narrowleaf,1,Leaf,Mar–Nov,Primary OK,Tea;Poultice,Skin;Respiratory,Fresh;Dried,Silica;Vit A,Very safe,Pitta-neutral;Vata-↓,Lung;Liver,Cool;Astringent,Horse;Falcon,Anti-inflammatory;skin healer,Skin;Throat,Earth;Saturn,Soil restorer,Leaf Day;Waxing,Poor;Loam,Sun/Partial,Everywhere,True,True,False,False,False,False,False,Botanical list (kombucha friendly),80
BOT-UK-0080,Fennel Seed,fennel_seed,1,Seed,Aug;Sep,Primary OK,Tea;Digestive,Carminative;Relaxant,Whole;Ground,Anethole;Fiber,SCOBY-safe,Vata-↓,Spleen;Lung,Warm;Sweet-aromatic,Doe;Hare,Carminative;digestive,Digestive;Calm,Fire;Mercury,Umbellifer companion,Seed Day;Waxing,Loam;Dry,Sun,Gardens,True,True,False,False,False,False,False,Botanical list (kombucha friendly),81
BOT-UK-0081,Meadowsweet Leaf,meadowsweet_leaf,1,Leaf,Apr;May,Secondary only,Aromatic,Digestive;Anti-inflammatory,Fresh;Dried,Trace minerals,Contains salicylates,Pitta-↓,Stomach;Liver,Cool;Aromatic,Deer;Goat,Anti-inflammatory;gastric support,Digestive;Cooler,Water;Venus,Bog/meadow,Leaf Day;Waning,Moist;Meadow,Sun,Meadows,False,False,False,False,False,False,False,Botanical list (kombucha friendly),82
BOT-UK-0082,Lavender,lavender,1,Flower,Jul;Aug,Secondary only,Tea;Aromatic,Calm;Sleep,Dried;Fresh,Linalool,Potent aromatic,Vata-↓,Heart;Liver,Cool;Aromatic,Deer;Bee,Sedative;calming,Calm;Night;Aromatic,Air;Mercury,Pollinator,Flower Day;Waxing,Dry;Loam,Sun,Gardens,False,True,False,False,False,False,False,Botanical list (kombucha friendly),83
BOT-UK-0083,Horseradish,horseradish,1,Root,Nov;Dec;Jan,Secondary only,Pungent;Culinary,Sinus;Circulation,Fresh;Grated;Fermented,Vitamin C;Sulphur compounds,Very pungent,Kapha-↓,Lung;Stomach,Hot;Pungent,Boar;Ox,Antimicrobial;sinus-clearing,Circulation;Winter,Fire;Mars,Old gardens,Root Day;Waning,Loam;Moist,Sun,Gardens,False,False,False,False,True,False,False,Botanical list (kombucha friendly),84
