product_id,product_name,catalogue_line_guess,fermentation_family_guess,format_label,function_label,core_base,protocols_used,botanicals_used,live_status,intended_use,strength_level,shelf_stability,development_status,notes,source_table,source_row
PROD-BR-00981,Muira puama — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Muira puama,,Muira puama,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Amazon medicinal tree/shrub used in extract markets.,Products,815
PROD-BR-00982,Muira puama — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Wellness; Heritage; Premium,Muira puama,,Muira puama,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Amazon medicinal tree/shrub used in extract markets.,Products,816
PROD-BR-00983,Muira puama — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage,Muira puama,,Muira puama,,Wellness; Heritage,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Amazon medicinal tree/shrub used in extract markets.,Products,817
PROD-BR-00984,Mulungu — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Mulungu,,Mulungu,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,818
PROD-BR-00985,Mulungu — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage,Mulungu,,Mulungu,,Wellness; Heritage,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,819
PROD-BR-00986,Mulungu — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Mulungu,,Mulungu,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,820
PROD-BR-00987,Mulungu — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Mulungu,,Mulungu,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,821
PROD-BR-00989,Mulungu — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage,Mulungu,,Mulungu,,Wellness; Heritage,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,822
PROD-BR-00990,Murici — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Murici,,Murici,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,823
PROD-BR-00991,Murici — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Murici,,Murici,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,824
PROD-BR-00992,Murici — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Murici,,Murici,,Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,825
PROD-BR-00993,Murici — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage,Murici,,Murici,,Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,826
PROD-BR-00994,Murici — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Murici,,Murici,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,827
PROD-BR-00995,Murici — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Murici,,Murici,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,828
PROD-BR-00996,Murici — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Murici,,Murici,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,829
PROD-BR-00999,Ora-pro-nóbis — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Heritage; Premium,Ora-pro-nóbis,,Ora-pro-nóbis,,Heritage; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,830
PROD-BR-01000,Ora-pro-nóbis — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Heritage,Ora-pro-nóbis,,Ora-pro-nóbis,,Heritage,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,831
PROD-BR-01001,Ora-pro-nóbis — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Ora-pro-nóbis,,Ora-pro-nóbis,,Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,832
PROD-BR-01002,Ora-pro-nóbis — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Ora-pro-nóbis,,Ora-pro-nóbis,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,833
PROD-BR-01005,Ora-pro-nóbis — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Heritage,Ora-pro-nóbis,,Ora-pro-nóbis,,Heritage,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,834
PROD-BR-01006,Pariparoba — Aromatic Extract / Hydrosol,Aromatic / Cosmetic,,Aromatic Extract / Hydrosol,Wellness; Premium,Pariparoba,,Pariparoba,,Wellness; Premium,Inferred,,Concept,Evidence Basis: Perfumery / aromatic extraction cue | Processing Type: Distillation / solvent extraction | Suggested Packaging / Form: Hydrosol bottle / extract bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,835
PROD-BR-01007,Pariparoba — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Premium,Pariparoba,,Pariparoba,,Wellness; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,836
PROD-BR-01008,Pariparoba — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Premium; Beverage,Pariparoba,,Pariparoba,,Wellness; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,837
PROD-BR-01009,Pariparoba — Culinary Seasoning / Herb,Culinary,,Culinary Seasoning / Herb,Wellness,Pariparoba,,Pariparoba,,Wellness,Inferred,,Concept,Evidence Basis: Herb / spice cue | Processing Type: Fresh cut / drying / blending | Suggested Packaging / Form: Fresh bunch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,838
PROD-BR-01010,Pariparoba — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness,Pariparoba,,Pariparoba,,Wellness,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,839
PROD-BR-01011,Pariparoba — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Pariparoba,,Pariparoba,,Wellness; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,840
PROD-BR-01012,Pariparoba — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Pariparoba,,Pariparoba,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,841
PROD-BR-01015,Pariparoba — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness,Pariparoba,,Pariparoba,,Wellness,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,842
PROD-BR-01016,Pata-de-vaca — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Premium,Pata-de-vaca,,Pata-de-vaca,,Wellness; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,843
PROD-BR-01017,Pata-de-vaca — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness,Pata-de-vaca,,Pata-de-vaca,,Wellness,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,844
PROD-BR-01018,Pata-de-vaca — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Pata-de-vaca,,Pata-de-vaca,,Wellness; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,845
PROD-BR-01019,Pata-de-vaca — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Pata-de-vaca,,Pata-de-vaca,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,846
PROD-BR-01022,Pata-de-vaca — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness,Pata-de-vaca,,Pata-de-vaca,,Wellness,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,847
PROD-BR-01023,Patauá — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Heritage; Premium; Beverage,Patauá,,Patauá,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,848
PROD-BR-01024,Patauá — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Patauá,,Patauá,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,849
PROD-BR-01025,Patauá — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Heritage; Fresh market,Patauá,,Patauá,,Wellness; Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,850
PROD-BR-01026,Patauá — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Heritage,Patauá,,Patauá,,Wellness; Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,851
PROD-BR-01027,Patauá — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Patauá,,Patauá,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,852
PROD-BR-01028,Patauá — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Heritage,Patauá,,Patauá,,Wellness; Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,853
PROD-BR-01029,Patauá — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Heritage; Beverage,Patauá,,Patauá,,Wellness; Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,854
PROD-BR-01032,Pau-brasil — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Heritage; Premium,Pau-brasil,,Pau-brasil,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil national tree; cultural flagship and conservation-sensitive species.,Products,855
PROD-BR-01033,Pau-brasil — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Heritage; Premium,Pau-brasil,,Pau-brasil,,Heritage; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil national tree; cultural flagship and conservation-sensitive species.",Products,856
PROD-BR-01034,Pau-brasil — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Pau-brasil,,Pau-brasil,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil national tree; cultural flagship and conservation-sensitive species.,Products,857
PROD-BR-01035,Pau-brasil — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Heritage; Premium,Pau-brasil,,Pau-brasil,,Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil national tree; cultural flagship and conservation-sensitive species.,Products,858
PROD-BR-01036,Pau-brasil — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Heritage; Premium,Pau-brasil,,Pau-brasil,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil national tree; cultural flagship and conservation-sensitive species.,Products,859
PROD-BR-01037,Pau-rosa — Aromatic Extract / Hydrosol,Aromatic / Cosmetic,,Aromatic Extract / Hydrosol,Wellness; Heritage; Premium,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Perfumery / aromatic extraction cue | Processing Type: Distillation / solvent extraction | Suggested Packaging / Form: Hydrosol bottle / extract bottle | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.,Products,860
PROD-BR-01038,Pau-rosa — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.,Products,861
PROD-BR-01039,Pau-rosa — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Heritage; Premium; Beverage,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.,Products,862
PROD-BR-01040,Pau-rosa — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage; Premium,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.",Products,863
PROD-BR-01041,Pau-rosa — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.,Products,864
PROD-BR-01042,Pau-rosa — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Wellness; Heritage; Premium,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.,Products,865
PROD-BR-01043,Pau-rosa — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage; Premium,Pau-rosa,,Pau-rosa,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://www.embrapa.br/busca-de-publicacoes/-/publicacao/1009618/especimes-de-pau-rosa-aniba-rosaeodora-ducke---lauraceae-na-floresta-nacional-dos-tapajos-especie-nativa-ameacada-de-extincao-na-amazonia | Notes: High-value aromatic Amazon tree under conservation pressure.,Products,866
PROD-BR-01044,Pequi — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Pequi,,Pequi,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Signature Cerrado food tree; high heritage value and strong regional demand.,Products,867
PROD-BR-01045,Pequi — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Pequi,,Pequi,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Signature Cerrado food tree; high heritage value and strong regional demand.,Products,868
PROD-BR-01046,Pequi — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Premium; Fresh market,Pequi,,Pequi,,Heritage; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Signature Cerrado food tree; high heritage value and strong regional demand.,Products,869
PROD-BR-01047,Pequi — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage; Premium,Pequi,,Pequi,,Heritage; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Signature Cerrado food tree; high heritage value and strong regional demand.,Products,870
PROD-BR-01048,Pequi — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Pequi,,Pequi,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Signature Cerrado food tree; high heritage value and strong regional demand.,Products,871
